Grade
0.562817
0.562691
0.562449
0.562090
0.561615
0.561023
0.560314
0.559489
0.558547
0.557488
0.556313
0.555022
0.553613
0.552088
0.550447
0.548689
0.546805
0.544805
0.542688
0.540454
0.538104
0.535638
0.533083
0.530485
0.527874
0.525252
0.522619
0.519974
0.517318
0.514651
0.511972
0.509281
0.506338
0.502194
0.496956
0.491438
0.485876
0.480268
0.474615
0.468925
0.463244
0.457647
0.452160
0.446784
0.441518
0.436363
0.431327
0.426401
0.421587
0.416882
0.412288
0.407805
0.403435
0.399179
0.395039
0.391014
0.387106
0.383313
0.379636
0.376075
0.372630
0.369309
0.366098
0.362983
0.359963
0.357037
0.354206
0.351469
0.348827
0.346278
0.343825
0.341465
0.339187
0.336949
0.334707
0.332460
0.330206
0.327947
0.325682
0.323412
0.321135
0.318853
0.316565
0.314272
0.311972
0.309639
0.307196
0.304563
0.301733
0.298703
0.295476
0.292036
0.288397
0.284560
0.280500
0.276183
0.271599
0.266747
0.261626
0.256237
0.250579
0.244652
0.238457
0.231994
0.225268
0.218332
0.211245
0.204022
0.196662
0.189167
0.181535
0.173768
0.165864
0.157824
0.149648
0.141336
0.132890
0.124356
0.115887
0.107610
0.099530
0.091663
0.083994
0.076522
0.069248
0.062172
0.055295
0.048656
0.042302
0.036256
0.030521
0.025098
0.019992
0.015202
0.010728
0.006570
0.002753
-0.000749
-0.003934
-0.006802
-0.009355
-0.011591
-0.013511
-0.015115
-0.016403
-0.017375
-0.018030
-0.018370
-0.018412
-0.018271
-0.018147
-0.018070
-0.018036
-0.018044
-0.018095
-0.018188
-0.018324
-0.018503
-0.018724
-0.018988
-0.019295
-0.019644
-0.020040
-0.020512
-0.021140
-0.021952
-0.022962
-0.024156
-0.025533
-0.027095
-0.028841
-0.030765
-0.032857
-0.035108
-0.037518
-0.040086
-0.042813
-0.045698
-0.048729
-0.051846
-0.054988
-0.058153
-0.061341
-0.064550
-0.067781
-0.071033
-0.074308
-0.077605
-0.080923
-0.084241
-0.087499
-0.090642
-0.093662
-0.096559
-0.099333
-0.101985
-0.104504
-0.106901
-0.109174
-0.111317
-0.113327
-0.115203
-0.116943
-0.118549
-0.120020
-0.121356
-0.122557
-0.123624
-0.124557
-0.125367
-0.126115
-0.126832
-0.127522
-0.128184
-0.128818
-0.129424
-0.130003
-0.130553
-0.131076
-0.131571
-0.132038
-0.132477
-0.132885
-0.133237
-0.133482
-0.133610
-0.133610
-0.133493
-0.133258
-0.132905
-0.132434
-0.131845
-0.131138
-0.130313
-0.129371
-0.128311
-0.127132
-0.125836
-0.124422
-0.122890
-0.121241
-0.119464
-0.117569
-0.115557
-0.113427
-0.111178
-0.108812
-0.106328
-0.103726
-0.101007
-0.098169
-0.095214
-0.092125
-0.088793
-0.084859
-0.080175
-0.074683
-0.068441
-0.061449
-0.053706
-0.045212
-0.035979
-0.026314
-0.016718
-0.007477
0.001391
0.009886
0.018009
0.025758
0.033135
0.040139
0.046742
0.052971
0.058828
0.064312
0.069423
0.074162
0.078527
0.082520
0.086139
0.089386
0.092260
0.094762
0.096890
0.098646
0.100028
0.101010
0.101618
0.101854
0.101716
0.101206
0.100323
0.099068
0.097439
0.095438
0.093063
0.090316
0.087196
0.083704
0.079838
0.075599
0.070960
0.065947
0.060561
0.054803
0.048671
0.042167
0.035290
0.028040
0.020418
0.012422
0.004054
-0.004687
-0.013801
-0.023288
-0.033148
-0.043409
-0.054043
-0.065050
-0.076430
-0.088182
-0.100307
-0.112806
-0.125677
-0.138921
-0.152537
-0.166501
-0.180728
-0.195119
-0.209663
-0.224360
-0.239223
-0.254185
-0.269085
-0.283880
-0.298564
-0.313137
-0.327600
-0.341951
-0.356192
-0.370322
-0.384341
-0.398249
-0.412047
-0.425734
-0.439309
-0.452766
-0.466112
-0.479347
-0.492471
-0.505485
-0.518395
-0.531294
-0.544290
-0.557432
-0.570721
-0.584155
-0.597736
-0.611463
-0.625336
-0.639356
-0.653533
-0.667857
-0.682326
-0.696942
-0.711705
-0.726613
-0.741668
-0.756870
-0.772217
-0.787711
-0.803351
-0.819121
-0.834950
-0.850730
-0.866448
-0.882099
-0.897687
-0.913063
-0.927592
-0.940998
-0.953235
-0.964302
-0.974199
-0.982927
-0.990484
-0.996872
-1.002090
-1.006138
-1.009016
-1.010725
-1.011174
-1.010453
-1.008562
-1.005501
-1.001271
-0.995871
-0.989301
-0.981561
-0.972651
-0.962572
-0.951322
-0.938903
-0.925315
-0.910556
-0.894627
-0.877439
-0.859081
-0.839555
-0.818970
-0.797493
-0.775178
-0.752031
-0.728052
-0.703240
-0.677596
-0.651119
-0.623810
-0.595668
-0.566694
-0.536887
-0.506184
-0.474649
-0.442281
-0.409080
-0.375047
-0.340196
-0.304822
-0.269365
-0.234058
-0.198912
-0.163928
-0.129159
-0.094783
-0.060976
-0.027746
0.004861
0.036891
0.068344
0.099219
0.129517
0.159237
0.188380
0.216945
0.244932
0.272332
0.299049
0.324884
0.349738
0.373611
0.396503
0.418338
0.439191
0.459063
0.477954
0.495863
0.512791
0.528737
0.543702
0.557686
0.570688
0.582709
0.593748
0.603806
0.612876
0.620884
0.627499
0.632779
0.636723
0.639334
0.640609
0.640549
0.639155
0.636425
0.632362
0.626994
0.620410
0.612698
0.603868
0.593921
0.582855
0.570598
0.557522
0.543897
0.529758
0.515106
0.499941
0.484264
0.468073
0.451370
0.434155
0.416426
0.398185
0.379431
0.360164
0.340385
0.320053
0.299209
0.277852
0.255984
0.233707
0.211206
0.188565
0.165792
0.142886
0.119848
0.096678
0.073389
0.050034
0.026672
0.003311
-0.020051
-0.043413
-0.066776
-0.090138
-0.113447
-0.136619
-0.159619
-0.182443
-0.205091
-0.227564
-0.249862
-0.271984
-0.293923
-0.315626
-0.336958
-0.357857
-0.378356
-0.398454
-0.418151
-0.437448
-0.456344
-0.474838
-0.492913
-0.510514
-0.527596
-0.544150
-0.560178
-0.575680
-0.590654
-0.605103
-0.618984
-0.632334
-0.645060
-0.657072
-0.668351
-0.678897
-0.688710
-0.697788
-0.706133
-0.713745
-0.720623
-0.726767
-0.732178
-0.736855
-0.740799
-0.743953
-0.746359
-0.747984
-0.748821
