Grade
0.562780
0.562428
0.561724
0.560668
0.559259
0.557499
0.555386
0.552921
0.550104
0.546935
0.543414
0.539540
0.535316
0.530842
0.526312
0.521747
0.517149
0.512517
0.507851
0.503151
0.498417
0.493649
0.488846
0.484010
0.479140
0.474236
0.469298
0.464353
0.459478
0.454686
0.449978
0.445354
0.440813
0.436355
0.431981
0.427208
0.420483
0.412441
0.404733
0.397369
0.390355
0.383691
0.377377
0.371412
0.365788
0.360462
0.355422
0.350666
0.346195
0.342008
0.338408
0.335834
0.333890
0.331940
0.329987
0.328029
0.326067
0.324100
0.322129
0.320154
0.318174
0.316190
0.314202
0.312210
0.310211
0.308146
0.305936
0.303576
0.301067
0.298409
0.295601
0.292643
0.289535
0.286279
0.283900
0.283900
0.282681
0.281148
0.279077
0.276941
0.274739
0.272472
0.270139
0.267740
0.265276
0.262747
0.260152
0.257492
0.254766
0.251974
0.248783
0.244012
0.237875
0.231476
0.224819
0.217969
0.210985
0.203867
0.197199
0.192272
0.188557
0.184810
0.181030
0.177216
0.173369
0.169489
0.165576
0.161629
0.157649
0.153636
0.149590
0.145511
0.141398
0.137252
0.133073
0.128861
0.126652
0.126652
0.126652
0.125622
0.123400
0.120839
0.118295
0.115770
0.113262
0.110772
0.108301
0.105847
0.103411
0.100862
0.097142
0.092418
0.087766
0.083185
0.078677
0.075105
0.072672
0.070494
0.068333
0.066190
0.064066
0.061959
0.059870
0.057799
0.055746
0.053823
0.053823
0.053823
0.051746
0.047097
0.040379
0.034016
0.028013
0.022373
0.017098
0.012187
0.007642
0.003461
-0.000354
-0.003805
-0.006891
-0.009613
-0.011969
-0.013961
-0.015587
-0.016849
-0.017746
-0.018279
-0.018446
-0.018320
-0.018176
-0.018081
-0.018035
-0.018039
-0.018091
-0.018193
-0.018345
-0.018545
-0.018794
-0.019093
-0.019475
-0.020150
-0.021456
-0.023591
-0.026574
-0.030402
-0.035016
-0.040363
-0.046441
-0.053068
-0.059847
-0.066728
-0.073709
-0.080791
-0.087827
-0.094379
-0.100364
-0.105782
-0.110629
-0.114869
-0.118488
-0.121484
-0.123858
-0.125657
-0.127200
-0.128614
-0.129638
-0.130289
-0.130863
-0.131405
-0.131914
-0.132392
-0.132837
-0.133225
-0.133487
-0.133614
-0.133605
-0.133460
-0.133178
-0.132761
-0.132208
-0.131518
-0.130693
-0.129732
-0.128634
-0.127401
-0.126031
-0.124526
-0.122884
-0.121107
-0.119194
-0.117144
-0.114959
-0.112637
-0.110179
-0.107586
-0.104856
-0.101991
-0.098989
-0.095851
-0.092578
-0.090756
-0.090756
-0.089853
-0.087023
-0.082365
-0.076840
-0.070450
-0.063193
-0.055071
-0.046084
-0.036230
-0.025739
-0.015475
-0.005641
0.003762
0.012736
0.021279
0.029392
0.037075
0.044328
0.051150
0.057543
0.063505
0.069037
0.074138
0.078810
0.083051
0.086863
0.090244
0.093211
0.096786
0.100095
0.101685
0.101553
0.099700
0.096127
0.090833
0.083818
0.075083
0.064626
0.052449
0.038551
0.022932
0.005593
-0.013467
-0.034249
-0.056750
-0.080973
-0.106916
-0.134581
-0.163950
-0.194566
-0.225919
-0.257861
-0.289611
-0.320851
-0.351580
-0.376650
-0.393940
-0.408753
-0.423438
-0.437995
-0.452424
-0.466726
-0.480900
-0.494945
-0.508863
-0.522662
-0.536491
-0.550483
-0.564645
-0.578976
-0.593475
-0.608143
-0.622980
-0.637986
-0.653160
-0.668504
-0.684016
-0.699697
-0.715547
-0.731565
-0.747752
-0.764108
-0.780633
-0.797327
-0.812766
-0.812766
-0.812766
-0.823183
-0.834358
-0.849951
-0.865483
-0.880954
-0.896363
-0.911654
-0.926195
-0.939594
-0.951844
-0.962947
-0.972901
-0.981708
-0.989367
-0.995877
-1.001240
-1.005455
-1.008522
-1.010440
-1.011211
-1.010834
-1.009309
-1.006636
-1.002815
-0.997846
-0.991729
-0.984464
-0.976051
-0.966491
-0.954462
-0.934424
-0.905594
-0.872172
-0.834178
-0.792197
-0.746910
-0.698355
-0.646533
-0.591443
-0.533085
-0.471460
-0.406568
-0.338426
-0.268405
-0.198797
-0.129876
-0.062511
-0.011604
0.022118
0.053481
0.084277
0.114506
0.144169
0.173264
0.201793
0.229756
0.257151
0.283973
0.310035
0.335143
0.359288
0.382471
0.404690
0.425946
0.446238
0.465568
0.483935
0.501339
0.517779
0.533257
0.547771
0.561323
0.573911
0.585536
0.596198
0.605897
0.614631
0.622264
0.628603
0.633632
0.637351
0.639760
0.640860
0.640649
0.639128
0.636298
0.632158
0.628906
0.628906
0.628906
0.625591
0.619763
0.612890
0.605143
0.596521
0.587024
0.576654
0.565460
0.553750
0.541638
0.529126
0.516213
0.502899
0.489183
0.475067
0.460549
0.445631
0.430311
0.414591
0.398469
0.381947
0.360804
0.330120
0.293474
0.255227
0.215743
0.175757
0.135357
0.094543
0.053391
0.012176
-0.029041
-0.064745
-0.090146
-0.110732
-0.131205
-0.151540
-0.171738
-0.191799
-0.211722
-0.231508
-0.251157
-0.270668
-0.290043
-0.309253
-0.328184
-0.346801
-0.365104
-0.383094
-0.400771
-0.418134
-0.435184
-0.451920
-0.468343
-0.483119
-0.483119
-0.483119
-0.483119
-0.494256
-0.509633
-0.530877
-0.551298
-0.570896
-0.589672
-0.607625
-0.624755
-0.641018
-0.656202
-0.670239
-0.683130
-0.694875
-0.705474
-0.714927
-0.723234
-0.730394
-0.736409
-0.741277
-0.744998
-0.747533
-0.748836
-0.748906
-0.747744
-0.745348
-0.741719
-0.736857
-0.730762
-0.723433
-0.714872
-0.705078
-0.694050
-0.681790
-0.668296
-0.650143
-0.621406
-0.583479
-0.540620
-0.492829
-0.440106
-0.382899
-0.325844
-0.271679
-0.220706
-0.174538
-0.133780
-0.098432
-0.068495
-0.043969
-0.024853
-0.011000
-0.000745
0.006955
0.012118
0.014847
0.016699
0.018885
0.021437
0.024356
0.027642
0.031293
0.035311
0.039689
0.043895
0.047020
0.048975
0.049758
0.049371
0.047814
0.045888
0.044196
0.042237
0.039985
0.037442
0.034711
0.031952
0.029181
0.026396
0.023599
0.020788
0.017965
0.015129
0.012280
0.009418
0.006543
0.003655
0.000754
-0.002160
-0.005086
-0.008026
-0.010979
-0.013944
-0.016923
-0.019914
-0.022918
-0.025935
-0.028965
-0.031805
-0.033724
-0.034558
-0.034307
-0.032971
-0.030551
-0.027046
-0.024928
-0.024928
-0.024516
-0.022699
-0.019707
-0.016437
-0.012889
-0.009063
-0.004959
-0.000577
0.004083
0.009021
0.014237
0.019731
0.025503
0.031552
0.037880
0.044485
0.051369
0.058530
0.065970
0.073687
0.081682
0.089955
0.098507
0.107336
0.116443
0.125826
0.135316
0.147477
0.163699
0.180833
0.197145
0.212634
0.227299
0.241142
0.254161
0.266357
0.277730
0.288281
0.296317
0.301565
0.305961
